OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu287	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta desmazieri
Zotu289	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu290	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	Bensingtonia sp 
Zotu291	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon flaviporus
Zotu292	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu293	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	Cylindrobasidium evolvens
Zotu294	Protista						
Zotu295	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae		
Zotu296	Fungi						
Zotu297	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu298	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Phleum	Phleum pratense
Zotu299	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu300	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia sp 
Zotu301	Fungi	Ascomycota	Dothideomycetes				
Zotu302	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu303	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces rugulosus
Zotu304	Viridiplantae	Chlorophyta	Eudicotyledonae	Lamiales	Phrymaceae	Erythranthe	
Zotu305	Fungi						
Zotu306	Fungi						
Zotu307	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu308	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	
Zotu309	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu310							
Zotu311	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	
Zotu312	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema fusca
Zotu313	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu315	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu316	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum complicatum
Zotu317	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	
Zotu318	Fungi	Basidiomycota	Tremellomycetes				
Zotu319	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	
Zotu320	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora pseudoversicolor
Zotu321	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu322	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu323	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu324	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta desmazieri
Zotu325	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	
Zotu326	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Phleum	Phleum pratense
Zotu327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu328	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu329	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu330	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu331	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu332	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	
Zotu333	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Daedaleopsis	
Zotu334	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis	
Zotu335							
Zotu336	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	
Zotu337	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Incertae_sedis	Sistotremastrum	Sistotremastrum guttuliferum
Zotu338	Heterolobosa	Heterolobosa_phy_incertae_sedis	Heterolobosea	Schizopyrenida	Vahlkampfiidae		
Zotu339	1.0000						
Zotu340	1.0000						
Zotu341	Heterolobosa	Heterolobosa_phy_incertae_sedis	Heterolobosea	Schizopyrenida	Vahlkampfiidae		
Zotu342	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu343	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu344	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu345	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu346	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu347	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
Zotu348	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu349	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu350	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu351	Fungi	Ascomycota	Sordariomycetes				
Zotu352	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu353	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu354	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu355	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu356	Fungi	Ascomycota	Sordariomycetes				
Zotu357	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu358	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella zeae
Zotu359							
Zotu360	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Incertae_sedis	Curvibasidium	Curvibasidium cygneicollum
Zotu361	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu362	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Zotu363	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu364	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu365	Viridiplantae	Chlorophyta	Chlorophyceae	Volvocales	Chlamydomonadaceae		
Zotu366	Protista						
Zotu367	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu368	Fungi	Ascomycota	Sordariomycetes				
Zotu369	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Phleum	Phleum pratense
Zotu370	Fungi	Ascomycota	Dothideomycetes	Dothideales			
Zotu371	Fungi	Ascomycota	Sordariomycetes				
Zotu372	Fungi	Ascomycota	Dothideomycetes	Dothideales			
Zotu373	Fungi	Ascomycota					
Zotu374	Heterolobosa	Heterolobosa_phy_incertae_sedis	Heterolobosea	Schizopyrenida	Vahlkampfiidae		
Zotu375	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu376	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
Zotu377	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu378	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta desmazieri
Zotu379	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa sp 
Zotu380	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Panellus	Panellus stipticus
Zotu381	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu382	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
Zotu383	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia sp 
Zotu384	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia sp 
Zotu385	1.0000						
Zotu386	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu387	Fungi	Ascomycota	Dothideomycetes	Dothideales			
Zotu388	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu389	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia glandulosa
Zotu390	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema nemorosus
Zotu391	Fungi						
Zotu392	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu393	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu394	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	Occultifur sp 
Zotu395	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	
Zotu396							
Zotu397							
Zotu399	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu400	Stramenopila	Ochrophyta	Synurophyceae				
Zotu401	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu402	Viridiplantae	Anthophyta					
Zotu403	Fungi						
Zotu404	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu405	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu406	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus odoratus
Zotu407	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu408	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu409	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu410	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu411	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu412	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora albobadia
Zotu413	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella luteola
Zotu414	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella luteola
Zotu415	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu416	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu417	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu418	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae		
Zotu419	Fungi	Ascomycota	Dothideomycetes				
Zotu420	Fungi	Basidiomycota					
Zotu421	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu424	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu425	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
Zotu426	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu427	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia hungarica
Zotu428	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago hordei
Zotu429	Fungi						
Zotu430	Fungi	Ascomycota					
Zotu431	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu432	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
Zotu433	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella luteola
Zotu434	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu436	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu437	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu438	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu439	Fungi	Ascomycota					
Zotu440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu441	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu442	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae		
Zotu443	Fungi	Ascomycota					
Zotu444	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu445	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu446	1.0000						
Zotu447	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu448	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu449							
Zotu450	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
Zotu451	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp 
Zotu452	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu453	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu454	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora sp 
Zotu455	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu456	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu457	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea quebecensis
Zotu458	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	
Zotu459	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu460	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella zeae
Zotu461	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	
Zotu462	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu464	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu465	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu466	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu467	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu468	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu469	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Zotu470	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema flavescens
Zotu471	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp 
Zotu472	Fungi						
Zotu473	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema flavescens
Zotu474	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu475	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
Zotu476	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces rugulosus
Zotu477	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu478	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus	Rigidoporus pouzarii
Zotu479	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu480	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Golubeviaceae	Golubevia	Golubevia pallescens
Zotu481	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	
Zotu482	Heterolobosa	Heterolobosa_phy_incertae_sedis	Heterolobosea	Schizopyrenida	Vahlkampfiidae	Allovahlkampfia	
Zotu483	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu484	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia hungarica
Zotu485	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	
Zotu486	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Panellus	Panellus serotinus
Zotu487	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu488	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma sp 
Zotu489	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp 
Zotu490	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu491	Fungi	Ascomycota	Sordariomycetes				
Zotu492	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella zeae
Zotu493	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu494	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp 
Zotu496	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae		
Zotu497	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
Zotu498	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Skeletocutis	
Zotu499	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
Zotu500	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu501	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
Zotu502	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae		
Zotu503	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	
Zotu504	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	
Zotu505	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae		
Zotu506	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	
Zotu507	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu508	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	
Zotu509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora sp 
Zotu510	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	
Zotu511	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
Zotu512	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu513	Fungi						
Zotu514	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu515	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu516	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu517	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu518	Fungi	Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae		
Zotu519	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon pyriforme
Zotu520	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu521	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Incertae_sedis	Peniophorella	Peniophorella pubera
Zotu522	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
Zotu523	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Sistotrema	Sistotrema sernanderi
Zotu524							
Zotu525	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	
Zotu526	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu527	Fungi						
Zotu528	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu529	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu530	Fungi	Basidiomycota	Agaricomycetes	Atheliales			
Zotu531	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema fusca
Zotu532	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu533	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu534	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
Zotu535	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia radiata
Zotu536	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu537	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
Zotu538	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma sp 
Zotu539	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella zeae
Zotu540	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu541	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Merismodes	Merismodes fasciculata
Zotu542	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma sp 
Zotu543	Fungi	Basidiomycota	Microbotryomycetes				
Zotu544	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu545	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
Zotu546	Fungi	Ascomycota					
Zotu547	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu548	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
Zotu549	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena adscendens
Zotu550	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema flavescens
Zotu551	Fungi	Basidiomycota	Microbotryomycetes				
Zotu552	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
Zotu553	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu554	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago nunavutica
Zotu555	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora sp 
Zotu556	Fungi	Ascomycota	Dothideomycetes	Dothideales			
Zotu557	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
Zotu558	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu559	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu560	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu561	1.0000						
Zotu562	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu563	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu564	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu565	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	
Zotu566	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Incertae_sedis	Holtermanniella	Holtermanniella takashimae
Zotu567	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
Zotu568	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Sampaiozyma	Sampaiozyma ingeniosa
Zotu569	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu570	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	
Zotu571	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu572	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia hungarica
Zotu573	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	Eutypella sp 
Zotu574	1.0000						
Zotu575	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu576	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces rosae
Zotu577	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	
Zotu578	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu579	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu580	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria michotii
Zotu581	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu582	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella luteola
Zotu583							
Zotu584	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu585	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	
Zotu586	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	Limonomyces sp 
Zotu587	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu588	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu589	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu590	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
